,State,County,TotalPopEst2015,TotalPopEst2016,TotalPopEst2017,TotalPopEst2018,TotalPopEst2019,AveragePop2015to2019
912,KS,Brown,9708,9641,9609,9610,9564,9626.4
913,KS,Butler,66249,66652,66845,66833,66911,66698.0
914,KS,Chase,2656,2632,2651,2600,2648,2637.4
915,KS,Chautauqua,3387,3360,3315,3304,3250,3323.2
916,KS,Cherokee,20535,20256,20129,20035,19939,20178.8
917,KS,Cheyenne,2674,2667,2684,2645,2657,2665.4
918,KS,Clark,2081,2065,1995,1994,1994,2025.8
919,KS,Clay,8293,8105,8006,8003,8002,8081.8
920,KS,Cloud,9188,9070,8912,8734,8786,8938.0
921,KS,Coffey,8291,8339,8228,8232,8179,8253.8
922,KS,Comanche,1827,1838,1759,1736,1700,1772.0
923,KS,Cowley,35752,35650,35297,35149,34908,35351.2
924,KS,Crawford,39139,39046,38925,38911,38818,38967.8
925,KS,Decatur,2923,2828,2863,2860,2827,2860.2
926,KS,Dickinson,19206,18956,18829,18682,18466,18827.8
927,KS,Doniphan,7788,7718,7657,7658,7600,7684.2
928,KS,Douglas,118141,119662,120281,121109,122259,120290.4
929,KS,Edwards,2955,2899,2873,2820,2798,2869.0
930,KS,Elk,2574,2511,2514,2484,2530,2522.6
931,KS,Ellis,28999,28942,28735,28646,28553,28775.0
932,KS,Ellsworth,6302,6302,6284,6163,6102,6230.6
933,KS,Finney,37148,36885,36720,36528,36467,36749.6
934,KS,Ford,34629,34552,34218,33877,33619,34179.0
935,KS,Franklin,25469,25523,25631,25625,25544,25558.4
936,KS,Geary,36681,35223,33774,32777,31670,34025.0
937,KS,Gove,2698,2622,2622,2611,2636,2637.8
938,KS,Graham,2591,2562,2485,2475,2482,2519.0
939,KS,Grant,7724,7675,7490,7294,7150,7466.6
940,KS,Gray,6082,6031,6018,6076,5988,6039.0
941,KS,Greeley,1302,1277,1226,1229,1232,1253.2
942,KS,Greenwood,6233,6112,6067,6011,5982,6081.0
943,KS,Hamilton,2568,2634,2616,2600,2539,2591.4
944,KS,Harper,5781,5667,5580,5508,5436,5594.4
945,KS,Harvey,34802,34726,34373,34183,34429,34502.6
946,KS,Haskell,4089,4026,4019,3990,3968,4018.4
947,KS,Hodgeman,1869,1851,1863,1822,1794,1839.8
948,KS,Jackson,13285,13270,13332,13270,13171,13265.6
949,KS,Jefferson,18794,18824,18932,18856,19043,18889.8
950,KS,Jewell,2963,2880,2857,2845,2879,2884.8
951,KS,Johnson,579684,586015,591305,598127,602401,591506.4
952,KS,Kearny,3929,3890,3935,3941,3838,3906.6
953,KS,Kingman,7636,7417,7275,7220,7152,7340.0
954,KS,Kiowa,2570,2507,2486,2489,2475,2505.4
955,KS,Labette,20628,20313,20129,19906,19618,20118.8
956,KS,Lane,1630,1593,1548,1546,1535,1570.4
957,KS,Leavenworth,79119,80244,81109,81497,81758,80745.4
958,KS,Lincoln,3142,3077,3043,2998,2962,3044.4
959,KS,Linn,9580,9606,9697,9771,9703,9671.4
960,KS,Logan,2787,2818,2814,2812,2794,2805.0
961,KS,Lyon,33133,33369,33257,33300,33195,33250.8
962,KS,McPherson,28648,28429,28687,28528,28542,28566.8
963,KS,Marion,12053,12017,11945,11923,11884,11964.4
964,KS,Marshall,9845,9789,9687,9715,9707,9748.6
965,KS,Meade,4301,4236,4230,4098,4033,4179.6
966,KS,Miami,32758,32923,33429,33737,34237,33416.8
967,KS,Mitchell,6294,6207,6137,6110,5979,6145.4
968,KS,Montgomery,33436,32859,32390,32091,31829,32521.0
969,KS,Morris,5628,5558,5467,5557,5620,5566.0
970,KS,Morton,2953,2790,2747,2693,2587,2754.0
971,KS,Nemaha,10094,10089,10060,10125,10231,10119.8
972,KS,Neosho,16287,16127,16094,16025,16007,16108.0
973,KS,Ness,3020,2957,2856,2796,2750,2875.8
974,KS,Norton,5536,5491,5421,5419,5361,5445.6
975,KS,Osage,15865,15811,15842,15938,15949,15881.0
976,KS,Osborne,3641,3588,3539,3459,3421,3529.6
977,KS,Ottawa,5934,5905,5817,5752,5704,5822.4
978,KS,Pawnee,6769,6719,6665,6573,6414,6628.0
979,KS,Phillips,5420,5402,5370,5276,5234,5340.4
980,KS,Pottawatomie,23123,23605,23916,24209,24383,23847.2
981,KS,Pratt,9697,9557,9500,9340,9164,9451.6
982,KS,Rawlins,2506,2500,2473,2502,2530,2502.2
983,KS,Reno,63596,63184,62714,62331,61998,62764.6
984,KS,Republic,4688,4659,4654,4652,4636,4657.8
985,KS,Rice,9925,9782,9563,9483,9537,9658.0
986,KS,Riley,77185,75172,73977,74712,74232,75055.6
987,KS,Rooks,5179,5118,5055,4995,4920,5053.4
988,KS,Rush,3098,3054,3048,3056,3036,3058.4
989,KS,Russell,7044,7007,6930,6902,6856,6947.8
990,KS,Saline,55429,54955,54508,54387,54224,54700.6
991,KS,Scott,4948,4979,4928,4909,4823,4917.4
992,KS,Sedgwick,511083,513092,513176,513484,516042,513375.4
993,KS,Seward,23273,22897,22245,21902,21428,22349.0
994,KS,Shawnee,178689,178350,178056,177290,176875,177852.0
995,KS,Sheridan,2475,2485,2526,2522,2521,2505.8
996,KS,Sherman,5964,5955,5936,5917,5917,5937.8
997,KS,Smith,3689,3656,3615,3590,3583,3626.6
998,KS,Stafford,4215,4186,4186,4162,4156,4181.0
999,KS,Stanton,2070,2105,2055,2025,2006,2052.2
1000,KS,Stevens,5789,5653,5551,5536,5485,5602.8
1001,KS,Sumner,23417,23183,23117,23019,22836,23114.4
1002,KS,Thomas,7895,7847,7821,7710,7777,7810.0
1003,KS,Trego,2907,2852,2843,2797,2803,2840.4
1004,KS,Wabaunsee,6887,6884,6832,6912,6931,6889.2
1005,KS,Wallace,1505,1502,1515,1489,1518,1505.8
1006,KS,Washington,5568,5564,5479,5450,5406,5493.4
1007,KS,Wichita,2167,2131,2121,2112,2119,2130.0
1008,KS,Wilson,8845,8698,8707,8666,8525,8688.2
1009,KS,Woodson,3144,3189,3130,3184,3138,3157.0
1010,KS,Wyandotte,163682,164785,165087,165321,165429,164860.8
1011,KY,Kentucky,4425976,4438182,4452268,4461153,4467673,4449050.4
1012,KY,Adair,19162,19259,19287,19199,19202,19221.8
1013,KY,Allen,20660,20721,20903,21122,21315,20944.2
1014,KY,Anderson,21920,22191,22545,22641,22747,22408.8
1015,KY,Ballard,8216,8046,8018,7992,7888,8032.0
1016,KY,Barren,43546,43763,43746,44115,44249,43883.8
1017,KY,Bath,12203,12246,12381,12444,12500,12354.8
1018,KY,Bell,27370,27204,26863,26487,26032,26791.2
1019,KY,Boone,128161,129503,130952,131901,133581,130819.6
1020,KY,Bourbon,20166,20130,20092,20116,19788,20058.4
1021,KY,Boyd,48471,48121,47808,47292,46718,47682.0
1022,KY,Boyle,29782,29965,29972,30082,30060,29972.2
1023,KY,Bracken,8290,8368,8285,8278,8303,8304.8
1024,KY,Breathitt,13363,13177,12929,12787,12630,12977.2
1025,KY,Breckinridge,19979,19982,20131,20309,20477,20175.6
1026,KY,Bullitt,78677,79222,80269,81009,81676,80170.6
1027,KY,Butler,12734,12686,12778,12743,12879,12764.0
1028,KY,Caldwell,12748,12634,12666,12716,12747,12702.2
1029,KY,Calloway,38656,38733,38832,38964,39001,38837.2
1030,KY,Campbell,92124,92257,92878,93464,93584,92861.4
1031,KY,Carlisle,4852,4783,4788,4739,4760,4784.4
1032,KY,Carroll,10682,10614,10714,10712,10631,10670.6
1033,KY,Carter,27439,27304,27214,27040,26797,27158.8
1034,KY,Casey,15749,15775,15818,15926,16159,15885.4
1035,KY,Christian,73075,71796,71024,70712,70461,71413.6
1036,KY,Clark,35660,35851,35899,36180,36263,35970.6
1037,KY,Clay,20974,20626,20251,20088,19901,20368.0
1038,KY,Clinton,10183,10200,10212,10152,10218,10193.0
1039,KY,Crittenden,9168,9131,8999,8896,8806,9000.0
1040,KY,Cumberland,6737,6731,6710,6693,6614,6697.0
1041,KY,Daviess,99485,100032,100461,100883,101511,100474.4
1042,KY,Edmonson,11991,12076,12226,12249,12150,12138.4
1043,KY,Elliott,7548,7491,7493,7499,7517,7509.6
1044,KY,Estill,14373,14315,14178,14150,14106,14224.4
1045,KY,Fayette,315819,319644,321964,322426,323152,320601.0
1046,KY,Fleming,14578,14481,14439,14485,14581,14512.8
1047,KY,Floyd,37531,36968,36296,35896,35589,36456.0
1048,KY,Franklin,50070,50292,50492,50801,50991,50529.2
1049,KY,Fulton,6266,6185,6163,6066,5969,6129.8
1050,KY,Gallatin,8613,8719,8720,8766,8869,8737.4
1051,KY,Garrard,17207,17382,17449,17519,17666,17444.6
1052,KY,Grant,24736,24910,24973,25065,25069,24950.6
1053,KY,Graves,37248,37217,37190,37319,37266,37248.0
1054,KY,Grayson,26138,26093,26286,26293,26427,26247.4
1055,KY,Green,10951,10969,11036,10998,10941,10979.0
1056,KY,Greenup,36006,35824,35514,35332,35098,35554.8
1057,KY,Hancock,8641,8723,8778,8738,8722,8720.4
1058,KY,Hardin,106272,106964,108161,110279,110958,108526.8
1059,KY,Harlan,27506,26996,26676,26309,26010,26699.4
1060,KY,Harrison,18641,18569,18735,18780,18886,18722.2
1061,KY,Hart,18421,18541,18745,18902,19035,18728.8
1062,KY,Henderson,46344,46212,45867,45512,45210,45829.0
1063,KY,Henry,15563,15834,15972,16061,16126,15911.2
1064,KY,Hickman,4612,4607,4518,4431,4380,4509.6
1065,KY,Hopkins,46055,45598,45293,45024,44686,45331.2
1066,KY,Jackson,13325,13364,13422,13403,13329,13368.6
1067,KY,Jefferson,764946,767464,769828,768101,766757,767419.2
1068,KY,Jessamine,51809,52219,53259,53757,54115,53031.8
1069,KY,Johnson,23128,22858,22606,22391,22188,22634.2
1070,KY,Kenton,164478,164962,165608,166292,166998,165667.6
1071,KY,Knott,15680,15492,15244,15076,14806,15259.6
1072,KY,Knox,31465,31471,31444,31300,31145,31365.0
1073,KY,Larue,14110,14018,14196,14299,14398,14204.2
1074,KY,Laurel,59919,60078,60317,60660,60813,60357.4
1075,KY,Lawrence,15861,15839,15756,15583,15317,15671.2
1076,KY,Lee,6746,6604,6602,7052,7403,6881.4
1077,KY,Leslie,10644,10431,10310,10151,9877,10282.6
1078,KY,Letcher,23049,22759,22303,21813,21553,22295.4
1079,KY,Lewis,13663,13516,13363,13268,13275,13417.0
1080,KY,Lincoln,24342,24382,24495,24612,24549,24476.0
1081,KY,Livingston,9289,9198,9249,9244,9194,9234.8
1082,KY,Logan,26746,26678,27003,26983,27102,26902.4
1083,KY,Lyon,8474,8238,8261,8171,8210,8270.8
1084,KY,McCracken,64948,65304,65364,65307,65418,65268.2
1085,KY,McCreary,17883,17548,17372,17290,17231,17464.8
1086,KY,McLean,9395,9337,9216,9258,9207,9282.6
1087,KY,Madison,88212,89532,91170,92107,92987,90801.6
1088,KY,Magoffin,12784,12668,12519,12323,12161,12491.0
1089,KY,Marion,19212,19135,19276,19326,19273,19244.4
1090,KY,Marshall,31059,31280,31318,31202,31100,31191.8
1091,KY,Martin,12285,11945,11492,11325,11195,11648.4
1092,KY,Mason,17050,17167,17192,17080,17070,17111.8
1093,KY,Meade,27725,27959,28033,28623,28572,28182.4
1094,KY,Menifee,6373,6449,6465,6437,6489,6442.6
1095,KY,Mercer,21377,21405,21542,21702,21933,21591.8
1096,KY,Metcalfe,9925,10020,10093,10070,10071,10035.8
1097,KY,Monroe,10618,10539,10597,10732,10650,10627.2
1098,KY,Montgomery,27576,27666,27913,28109,28157,27884.2
1099,KY,Morgan,13267,13260,13230,13372,13309,13287.6
1100,KY,Muhlenberg,31245,31150,30925,30811,30622,30950.6
1101,KY,Nelson,45114,45497,45591,45813,46233,45649.6
1102,KY,Nicholas,7059,7083,7160,7195,7269,7153.2
1103,KY,Ohio,24021,24158,24116,24064,23994,24070.6
1104,KY,Oldham,64556,65410,66557,66512,66799,65966.8
1105,KY,Owen,10736,10668,10794,10881,10901,10796.0
1106,KY,Owsley,4445,4472,4402,4474,4415,4441.6
1107,KY,Pendleton,14487,14595,14602,14588,14590,14572.4
1108,KY,Perry,27373,27197,26586,26208,25758,26624.4
1109,KY,Pike,61781,60431,58905,58492,57876,59497.0
1110,KY,Powell,12226,12266,12297,12371,12359,12303.8
1111,KY,Pulaski,63862,64013,64314,64584,64979,64350.4
1112,KY,Robertson,2134,2125,2120,2130,2108,2123.4
1113,KY,Rockcastle,16932,16872,16778,16823,16695,16820.0
1114,KY,Rowan,24642,24416,24514,24503,24460,24507.0
1115,KY,Russell,17685,17769,17723,17790,17923,17778.0
1116,KY,Scott,52155,53425,54782,55968,57004,54666.8
1117,KY,Shelby,45787,46548,47209,48059,49024,47325.4
1118,KY,Simpson,17901,17992,18046,18403,18572,18182.8
1119,KY,Spencer,18072,18336,18619,19021,19351,18679.8
1120,KY,Taylor,25586,25441,25544,25514,25769,25570.8
1121,KY,Todd,12447,12357,12177,12306,12294,12316.2
1122,KY,Trigg,14218,14302,14418,14658,14651,14449.4
1123,KY,Trimble,8733,8596,8521,8468,8471,8557.8
1124,KY,Union,14951,14765,14620,14471,14381,14637.6
1125,KY,Warren,124122,126419,129074,130750,132896,128652.2
1126,KY,Washington,12007,12109,11880,12023,12095,12022.8
1127,KY,Wayne,20609,20728,20628,20430,20333,20545.6
1128,KY,Webster,13155,13181,13012,13051,12942,13068.2
1129,KY,Whitley,36109,36108,36074,36101,36264,36131.2
1130,KY,Wolfe,7241,7189,7248,7199,7157,7206.8
1131,KY,Woodford,25860,26118,26385,26491,26734,26317.6
1132,LA,Louisiana,4664628,4678135,4670560,4659690,4648794,4664361.4
1133,LA,Acadia,62679,62786,62559,62214,62045,62456.6
1134,LA,Allen,25631,25680,25583,25567,25627,25617.6
1135,LA,Ascension,119374,121558,123177,124858,126604,123114.2
1136,LA,Assumption,22898,22756,22568,22279,21891,22478.4
1137,LA,Avoyelles,40979,40983,40836,40402,40144,40668.8
1138,LA,Beauregard,36531,36973,36847,37369,37497,37043.4
1139,LA,Bienville,13823,13780,13631,13343,13241,13563.6
1140,LA,Bossier,125554,125920,126959,127022,127039,126498.8
1141,LA,Caddo,251345,248837,245935,242833,240204,245830.8
1142,LA,Calcasieu,198450,200568,202466,203177,203436,201619.4
1143,LA,Caldwell,10045,10074,9959,9964,9918,9992.0
1144,LA,Cameron,6825,6896,6944,7013,6973,6930.2
1145,LA,Catahoula,10029,9869,9830,9606,9494,9765.6
1146,LA,Claiborne,16261,16146,15953,15895,15670,15985.0
1147,LA,Concordia,20228,19970,19846,19586,19259,19777.8
1148,LA,De Soto,27101,27190,27267,27426,27463,27289.4
1149,LA,East Baton Rouge,445512,446677,444511,442058,440059,443763.4
1150,LA,East Carroll,7277,7235,7111,6994,6861,7095.6
1151,LA,East Feliciana,19540,19513,19380,19286,19135,19370.8
1152,LA,Evangeline,33724,33667,33663,33496,33395,33589.0
1153,LA,Franklin,20386,20370,20256,20164,20015,20238.2
1154,LA,Grant,22302,22279,22296,22436,22389,22340.4
1155,LA,Iberia,73747,72971,71982,70905,69830,71887.0
1156,LA,Iberville,33136,32864,32906,32693,32511,32822.0
1157,LA,Jackson,15947,15895,15898,15912,15744,15879.2
1158,LA,Jefferson,435175,436572,436126,433884,432493,434850.0
1159,LA,Jefferson Davis,31431,31388,31480,31537,31368,31440.8
1160,LA,Lafayette,239332,241275,241756,243113,244390,241973.2
1161,LA,Lafourche,98314,98506,98123,97981,97614,98107.6
1162,LA,La Salle,14979,15022,14887,14901,14892,14936.2
1163,LA,Lincoln,47434,47473,47471,47112,46742,47246.4
1164,LA,Livingston,137116,139627,137712,139394,140789,138927.6
1165,LA,Madison,11554,11486,11342,11196,10951,11305.8
1166,LA,Morehouse,26301,25894,25655,25324,24874,25609.6
1167,LA,Natchitoches,39004,39024,39042,38616,38158,38768.8
1168,LA,Orleans,389742,391843,391493,391004,390144,390845.2
1169,LA,Ouachita,156880,156897,155841,154571,153279,155493.6
1170,LA,Plaquemines,23437,23323,23348,23385,23197,23338.0
1171,LA,Pointe Coupee,22197,22111,22164,21879,21730,22016.2
1172,LA,Rapides,131780,131845,131253,130326,129648,130970.4
1173,LA,Red River,8711,8621,8527,8526,8442,8565.4
1174,LA,Richland,20546,20446,20413,20223,20122,20350.0
1175,LA,Sabine,24205,24055,23909,23901,23884,23990.8
1176,LA,St. Bernard,45421,45777,46110,46780,47244,46266.4
1177,LA,St. Charles,52572,52796,52620,52775,53100,52772.6
1178,LA,St. Helena,10457,10389,10322,10187,10132,10297.4
1179,LA,St. James,21481,21433,21380,21151,21096,21308.2
1180,LA,St. John the Baptist,43523,43401,43328,43119,42837,43241.6
1181,LA,St. Landry,83649,83768,83535,82782,82124,83171.6
1182,LA,St. Martin,53831,53771,54066,53562,53431,53732.2
1183,LA,St. Mary,52876,52069,50708,49841,49348,50968.4
1184,LA,St. Tammany,248930,252468,255921,258035,260419,255154.6
1185,LA,Tangipahoa,128716,130619,132353,133837,134758,132056.6
1186,LA,Tensas,4772,4656,4574,4470,4334,4561.2
1187,LA,Terrebonne,113817,113006,111823,111163,110461,112054.0
1188,LA,Union,22487,22528,22398,22243,22108,22352.8
1189,LA,Vermilion,59918,60074,59936,59886,59511,59865.0
1190,LA,Vernon,51431,51481,49789,48101,47429,49646.2
1191,LA,Washington,46358,46387,46649,46588,46194,46435.2
1192,LA,Webster,40061,39751,39264,38792,38340,39241.6
1193,LA,West Baton Rouge,25554,25901,26184,26400,26465,26100.8
1194,LA,West Carroll,11287,11136,10974,10977,10830,11040.8
1195,LA,West Feliciana,15383,15327,15371,15492,15568,15428.2
1196,LA,Winn,14642,14532,14350,14138,13904,14313.2
1197,ME,Maine,1328262,1331317,1334612,1339057,1344212,1335492.0
1198,ME,Androscoggin,107124,107296,107399,107914,108277,107602.0
1199,ME,Aroostook,68818,68243,67609,67318,67055,67808.6
1200,ME,Cumberland,289488,291191,292181,293673,295003,292307.2
1201,ME,Franklin,30017,29982,29799,29915,30199,29982.4
1202,ME,Hancock,54237,54509,54539,54734,54987,54601.2
1203,ME,Kennebec,121010,121497,121913,122044,122302,121753.2
1204,ME,Knox,39786,39761,39759,39717,39772,39759.0
1205,ME,Lincoln,33784,33974,34215,34399,34634,34201.2
1206,ME,Oxford,57164,57322,57534,57754,57975,57549.8
1207,ME,Penobscot,151929,151333,151645,151817,152148,151774.4
1208,ME,Piscataquis,16937,16910,16804,16746,16785,16836.4
1209,ME,Sagadahoc,35120,35156,35436,35690,35856,35451.6
1210,ME,Somerset,50729,50546,50351,50489,50484,50519.8
1211,ME,Waldo,39120,39429,39772,39657,39715,39538.6
1212,ME,Washington,31776,31603,31374,31321,31379,31490.6
1213,ME,York,201223,202565,204282,205869,207641,204316.0
1214,MD,Maryland,5985562,6003323,6023868,6035802,6045680,6018847.0
1215,MD,Allegany,72462,72053,71352,70941,70416,71444.8
1216,MD,Anne Arundel,563027,567254,571339,575523,579234,571275.4
1217,MD,Baltimore,827533,828682,828645,827859,827370,828017.8
1218,MD,Calvert,90477,91052,91435,92065,92525,91510.8
1219,MD,Caroline,32595,32840,33096,33306,33406,33048.6
1220,MD,Carroll,167132,167100,167547,168267,168447,167698.6
1221,MD,Cecil,102382,102487,102394,102644,102855,102552.4
1222,MD,Charles,155665,157292,159450,161476,163257,159428.0
1223,MD,Dorchester,32419,32276,32105,31960,31929,32137.8
1224,MD,Frederick,245001,246999,250622,254943,259547,251422.4
1225,MD,Garrett,29426,29358,29242,29133,29014,29234.6
1226,MD,Harford,249558,250370,251858,253882,255441,252221.8
1227,MD,Howard,311297,315416,319251,322621,325690,318855.0
1228,MD,Kent,19715,19666,19442,19434,19422,19535.8
1229,MD,Montgomery,1032814,1038846,1046822,1048478,1050688,1043529.6
1230,MD,Prince George's,906197,908501,909705,909619,909327,908669.8
1231,MD,Queen Anne's,48984,49063,49586,50148,50381,49632.4
1232,MD,St. Mary's,110985,111750,112487,112720,113510,112290.4
1233,MD,Somerset,25687,25839,25896,25606,25616,25728.8
1234,MD,Talbot,37413,37135,37033,37074,37181,37167.2
1235,MD,Washington,149068,149602,150169,150656,151049,150108.8
1236,MD,Wicomico,101747,102041,102252,103044,103609,102538.6
1237,MD,Worcester,51456,51475,51659,51960,52276,51765.2
1238,MD,Baltimore,622522,616226,610481,602443,593490,609032.4
1239,MA,Massachusetts,6794228,6823608,6859789,6882635,6892503,6850552.6
1240,MA,Barnstable,213877,213559,213581,213471,212990,213495.6
1241,MA,Berkshire,127858,127067,126353,125901,124944,126424.6
1242,MA,Bristol,556863,558070,560941,564092,565217,561036.6
1243,MA,Dukes,17274,17315,17311,17329,17332,17312.2
1244,MA,Essex,776865,779847,784453,788183,789034,783676.4
1245,MA,Franklin,70866,70622,70605,70611,70180,70576.8
1246,MA,Hampden,469113,467778,467705,468388,466372,467871.2
1247,MA,Hampshire,160709,161404,161077,161139,160830,161031.8
1248,MA,Middlesex,1585432,1594664,1603943,1608470,1611699,1600841.6
1249,MA,Nantucket,10940,11100,11205,11198,11399,11168.4
1250,MA,Norfolk,694502,697079,700599,703230,706775,700437.0
1251,MA,Plymouth,509221,512207,515461,518422,521202,515302.6
1252,MA,Suffolk,782591,792576,800806,803147,803907,796605.4
1253,MA,Worcester,818117,820320,825749,829054,830622,824772.4
1254,MI,Michigan,9931715,9950571,9973114,9984072,9986857,9965265.8
1255,MI,Alcona,10330,10360,10309,10360,10405,10352.8
1256,MI,Alger,9255,9129,9144,9118,9108,9150.8
1257,MI,Allegan,114112,114979,116368,117173,118081,116142.6
1258,MI,Alpena,28722,28663,28428,28384,28405,28520.4
1259,MI,Antrim,23035,23079,23270,23323,23324,23206.2
1260,MI,Arenac,15307,15138,15014,15008,14883,15070.0
1261,MI,Baraga,8585,8546,8441,8324,8209,8421.0
1262,MI,Barry,59426,59810,60682,61231,61550,60539.8
1263,MI,Bay,105237,104411,104045,103702,103126,104104.2
1264,MI,Benzie,17390,17534,17624,17761,17766,17615.0
1265,MI,Berrien,155022,154325,154128,153790,153401,154133.2
1266,MI,Branch,43639,43466,43375,43566,43517,43512.6
1267,MI,Calhoun,134327,134344,134180,134049,134159,134211.8
1268,MI,Cass,51342,51282,51481,51725,51787,51523.4
1269,MI,Charlevoix,26210,26190,26212,26187,26143,26188.4
1270,MI,Cheboygan,25399,25455,25454,25504,25276,25417.6
1271,MI,Chippewa,37973,37683,37679,37461,37349,37629.0
1272,MI,Clare,30616,30387,30565,30735,30950,30650.6
1273,MI,Clinton,77009,77617,78506,79219,79595,78389.2
1274,MI,Crawford,13853,13768,13906,13905,14029,13892.2
1275,MI,Delta,36415,36196,35890,35843,35784,36025.6
1276,MI,Dickinson,25661,25499,25424,25371,25239,25438.8
1277,MI,Eaton,108661,109183,109456,109710,110268,109455.6
1278,MI,Emmet,32924,32875,33081,33225,33415,33104.0
1279,MI,Genesee,410461,408926,407488,406688,405813,407875.2
1280,MI,Gladwin,25227,25154,25241,25326,25449,25279.4
1281,MI,Gogebic,15536,15340,15340,15116,13975,15061.4
1282,MI,Grand Traverse,91541,91957,91791,92530,93088,92181.4
1283,MI,Gratiot,41331,40955,40979,40602,40711,40915.6
1284,MI,Hillsdale,45883,45773,45820,45702,45605,45756.6
1285,MI,Houghton,36228,36299,36198,35943,35684,36070.4
1286,MI,Huron,31763,31486,31306,31211,30981,31349.4
1287,MI,Ingham,287096,289804,292018,291612,292406,290587.2
1288,MI,Ionia,64056,64187,64284,64276,64697,64300.0
1289,MI,Iosco,25343,25284,25128,25103,25127,25197.0
1290,MI,Iron,11320,11167,11105,11104,11066,11152.4
1291,MI,Isabella,70767,71263,71077,70463,69872,70688.4
1292,MI,Jackson,159264,158277,158563,158566,158510,158636.0
1293,MI,Kalamazoo,259676,261304,262998,264680,265066,262744.8
1294,MI,Kalkaska,17248,17263,17571,17806,18038,17585.2
1295,MI,Kent,637164,643858,649278,653350,656955,648121.0
1296,MI,Keweenaw,2123,2139,2085,2090,2116,2110.6
1297,MI,Lake,11697,11853,11981,11876,11853,11852.0
1298,MI,Lapeer,88368,88171,88122,87921,87607,88037.8
1299,MI,Leelanau,21633,21507,21645,21714,21761,21652.0
1300,MI,Lenawee,98391,98496,98427,98141,98451,98381.2
1301,MI,Livingston,187171,188547,189869,191190,191995,189754.4
1302,MI,Luce,6430,6335,6370,6327,6229,6338.2
1303,MI,Mackinac,10821,10724,10768,10781,10799,10778.6
1304,MI,Macomb,864960,868534,871364,872795,873972,870325.0
1305,MI,Manistee,24457,24424,24393,24455,24558,24457.4
1306,MI,Marquette,67326,66532,66493,66381,66699,66686.2
1307,MI,Mason,28738,28810,28996,29084,29144,28954.4
1308,MI,Mecosta,43005,43141,43258,43400,43453,43251.4
1309,MI,Menominee,23476,23208,22981,22927,22780,23074.4
1310,MI,Midland,83662,83422,83314,83223,83156,83355.4
1311,MI,Missaukee,14882,15018,15020,15101,15118,15027.8
1312,MI,Monroe,149353,149159,149449,150174,150500,149727.0
1313,MI,Montcalm,62763,62953,63527,63936,63888,63413.4
1314,MI,Montmorency,9287,9203,9233,9275,9328,9265.2
1315,MI,Muskegon,172447,173227,173645,173599,173566,173296.8
1316,MI,Newaygo,47882,47811,48320,48839,48980,48366.4
1317,MI,Oakland,1244602,1251027,1256016,1256694,1257584,1253184.6
1318,MI,Oceana,26323,26311,26422,26555,26467,26415.6
1319,MI,Ogemaw,20877,20850,20882,20882,20997,20897.6
1320,MI,Ontonagon,6037,5939,5889,5801,5720,5877.2
1321,MI,Osceola,23177,23170,23267,23377,23460,23290.2
1322,MI,Oscoda,8277,8259,8238,8224,8241,8247.8
1323,MI,Otsego,24203,24408,24528,24641,24668,24489.6
1324,MI,Ottawa,280859,283712,286581,289808,291830,286558.0
1325,MI,Presque Isle,12801,12735,12742,12698,12592,12713.6
1326,MI,Roscommon,23912,23779,23731,23812,24019,23850.6
1327,MI,Saginaw,193305,192507,191965,190791,190539,191821.4
1328,MI,St. Clair,159700,159369,159005,159031,159128,159246.6
1329,MI,St. Joseph,60804,60790,60710,60912,60964,60836.0
1330,MI,Sanilac,41464,41405,41242,41192,41170,41294.6
1331,MI,Schoolcraft,8121,7967,8013,8044,8094,8047.8
1332,MI,Shiawassee,68505,68542,68400,68133,68122,68340.4
1333,MI,Tuscola,53726,53276,52815,52633,52245,52939.0
1334,MI,Van Buren,75060,75267,75303,75481,75677,75357.6
1335,MI,Washtenaw,362975,366135,368807,369483,367601,367000.2
1336,MI,Wayne,1764872,1760612,1757217,1754453,1749343,1757299.4
1337,MI,Wexford,32889,33081,33234,33446,33631,33256.2
1338,MN,Minnesota,5482032,5522744,5566230,5606249,5639632,5563377.4
1339,MN,Aitkin,15852,15754,15792,15887,15886,15834.2
1340,MN,Anoka,344176,346526,350203,353441,356921,350253.4
1341,MN,Becker,33445,33718,34082,34389,34423,34011.4
1342,MN,Beltrami,45605,46008,46477,46735,47188,46402.6
1343,MN,Benton,39422,39687,40135,40510,40889,40128.6
1344,MN,Big Stone,4993,5002,5004,4990,4991,4996.0
1345,MN,Blue Earth,65673,66355,66916,67378,67653,66795.0
1346,MN,Brown,25240,25272,25172,25125,25008,25163.4
1347,MN,Carlton,35409,35555,35509,35822,35871,35633.2
1348,MN,Carver,98630,100374,102118,103533,105089,101948.8
1349,MN,Cass,28698,29030,29324,29511,29779,29268.4
1350,MN,Chippewa,12084,12036,11944,11901,11800,11953.0
1351,MN,Chisago,54129,54638,55257,55972,56579,55315.0
1352,MN,Clay,62169,63055,63766,64017,64222,63445.8
1353,MN,Clearwater,8797,8831,8845,8815,8818,8821.2
1354,MN,Cook,5245,5338,5411,5425,5463,5376.4
1355,MN,Cottonwood,11422,11367,11249,11259,11196,11298.6
1356,MN,Crow Wing,63229,63729,64278,64794,65055,64217.0
1357,MN,Dakota,414131,417555,421518,425040,429021,421453.0
