State,County,AveragePop2015to2019,TotalVets,MaleVets,FemaleVets,WhiteVets,BlackVets,HispanicVets,OtherRaceVets,LessThanHSVets,HighSchOnlyVets,SomeCollegeVets,CollegeDegreeVets,EmployeedVets,UnemployeedVets
MO,Howard,10058.4,666,656,10,634,32,0,0,60,278,178,147,584,8
MO,Howell,40103.8,3184,2884,299,3010,0,51,136,444,1157,940,641,2098,175
MO,Iron,10163.8,810,732,77,773,0,0,37,98,382,280,48,563,33
MO,Jackson,696216,40748,37616,3132,30589,7908,1260,1439,2340,12063,15388,10955,31688,1372
MO,Jasper,119919.6,7048,6753,295,6496,93,105,391,369,2591,2560,1525,5254,510
MO,Jefferson,223950.6,15642,14362,1280,14936,98,193,429,1091,5526,6399,2624,12344,603
MO,Johnson,53682.2,5644,4707,936,4738,384,216,337,320,1174,2613,1535,4566,152
MO,Knox,3946.8,301,298,3,297,0,0,4,41,138,94,25,195,0
MO,Laclede,35531.2,3149,2959,189,2961,23,58,152,230,1155,1287,474,2353,71
MO,Lafayette,32597.4,2036,1954,80,1982,28,12,26,174,773,664,423,1732,46
MO,Lawrence,38204,2901,2677,223,2815,0,56,37,285,1184,1028,402,2153,206
MO,Lewis,9955.4,800,769,31,736,20,12,44,69,424,242,65,647,8
MO,Lincoln,56476.8,3654,3381,271,3544,72,33,4,300,1700,1216,436,2767,28
MO,Linn,12113.2,748,706,41,726,15,0,5,92,348,211,95,539,65
MO,Livingston,15126,889,826,62,839,30,3,15,76,443,221,147,639,17
MO,McDonald,22782,1559,1445,114,1450,21,29,59,258,600,517,182,804,0
MO,Macon,15198.8,1214,1104,108,1162,41,6,3,189,548,324,151,813,71
MO,Madison,12179.4,1094,1023,69,1079,0,4,8,105,435,423,130,701,3
MO,Maries,8802.8,908,830,77,871,0,1,35,38,403,281,182,563,0
MO,Marion,28608.2,2032,1819,212,1909,46,25,49,178,903,714,234,1505,43
MO,Mercer,3644,230,219,10,226,1,1,0,17,123,46,43,106,0
MO,Miller,25201.2,2097,1948,147,2069,0,7,23,132,886,603,474,1580,15
MO,Mississippi,13574.2,713,672,40,556,153,0,2,56,348,247,59,316,74
MO,Moniteau,16045.8,1070,1049,20,1003,32,24,8,102,333,458,175,595,54
MO,Monroe,8629.2,733,655,77,695,7,29,6,47,363,253,68,431,66
MO,Montgomery,11487.2,978,893,85,930,19,6,21,106,427,293,151,706,62
MO,Morgan,20271.4,1636,1503,132,1571,18,42,5,180,650,545,260,1239,40
MO,New Madrid,17559.6,1212,1122,89,1002,164,3,43,81,527,390,212,885,43
MO,Newton,58180.2,4316,3888,428,4048,18,60,213,351,1505,1537,921,3337,170
MO,Nodaway,22359.2,978,909,67,951,15,5,5,109,380,289,198,701,18
MO,Oregon,10647.2,940,881,59,906,0,4,29,174,412,215,137,505,14
MO,Osage,13615.2,901,835,64,901,0,0,0,99,269,359,171,599,47
MO,Ozark,9206.8,797,699,97,787,0,2,6,67,375,296,57,403,21
MO,Pemiscot,16662.8,877,790,86,715,137,11,13,111,470,179,116,516,32
MO,Perry,19191.2,1176,1120,54,1134,0,19,41,124,528,387,134,883,77
MO,Pettis,42354.8,2994,2824,169,2851,83,33,46,141,1057,1291,502,2504,248
MO,Phelps,44629.8,3492,3238,254,3276,20,58,136,339,876,1318,957,2634,0
MO,Pike,18455.4,1197,1174,23,1108,57,0,32,165,595,272,163,525,26
MO,Platte,100681.8,6924,6251,672,5962,482,270,208,144,1383,2514,2881,6172,105
MO,Polk,31748.2,2069,1861,207,2045,0,0,22,176,690,945,256,1585,80
MO,Pulaski,52425.2,6545,5721,823,4897,851,488,534,200,1459,2772,2112,4793,255
MO,Putnam,4781.4,408,377,30,408,0,0,0,27,167,104,108,306,0
MO,Ralls,10233.6,887,832,54,872,15,0,0,72,528,175,110,656,56
MO,Randolph,24878,1765,1651,114,1543,126,13,81,172,677,680,235,997,56
MO,Ray,22874.8,1690,1645,45,1644,0,1,45,277,592,551,267,1258,10
MO,Reynolds,6290.2,550,522,26,533,0,0,17,100,236,116,96,291,52
MO,Ripley,13567.2,1080,990,89,1065,0,0,13,121,503,381,73,730,142
MO,St. Charles,394290.2,24194,22643,1551,21997,1103,541,736,1071,6438,8576,8106,20200,651
MO,St. Clair,9370,1035,997,38,966,4,16,51,85,397,414,136,592,22
MO,Ste. Genevieve,17848.4,1353,1269,84,1333,5,7,5,133,599,398,220,1161,72
MO,St. Francois,66642.8,4414,4258,155,4170,106,85,60,431,1596,1803,582,2443,0
MO,St. Louis,996919.4,16074,14395,1678,7830,7465,312,577,1685,4290,5844,4253,10450,835
MO,St. Louis,996919.4,55575,51280,4294,40563,12933,767,1560,2695,12891,20161,19827,42720,2237
MO,Saline,22976.4,1240,1180,58,1123,55,17,44,113,496,404,224,731,24
MO,Schuyler,4554.6,234,171,62,232,0,0,0,11,137,68,17,160,9
MO,Scotland,4902.2,236,230,5,233,0,0,3,28,123,41,42,182,0
MO,Scott,38632.8,2732,2577,154,2461,216,31,23,304,1238,866,322,1816,91
MO,Shannon,8217,687,638,49,680,0,5,0,91,291,174,129,344,0
MO,Shelby,6013.4,405,391,14,405,0,0,0,45,207,93,56,288,0
MO,Stoddard,29377.4,2217,2022,194,2189,8,0,19,302,1020,705,188,1355,0
MO,Stone,31614.6,3326,3159,167,3211,0,76,49,242,1010,1379,693,2465,142
MO,Sullivan,6246.6,310,300,10,282,0,26,18,38,137,83,50,186,0
MO,Taney,55114.2,4369,4095,273,4182,0,95,128,228,1630,1610,898,3209,455
MO,Texas,25603.8,2608,2436,172,2301,6,7,294,307,976,950,373,1522,299
MO,Vernon,20594.6,1276,1146,129,1234,0,18,23,95,447,477,254,757,67
MO,Warren,34453.2,2744,2557,186,2513,39,123,184,130,1208,1045,359,2220,149
MO,Washington,24860.4,1956,1777,178,1878,5,15,56,277,710,774,193,787,141
MO,Wayne,13195,1298,1253,45,1286,0,0,10,173,555,423,145,557,0
MO,Webster,38654.8,2561,2347,213,2348,1,53,172,160,1005,1059,335,1741,246
MO,Worth,2027.4,123,115,8,113,8,0,1,23,32,32,32,98,0
MO,Wright,18203.4,1322,1264,57,1302,8,1,9,224,538,440,118,742,25
MO,St. Louis,308174.2,16074,14395,1678,7830,7465,312,577,1685,4290,5844,4253,10450,835
MO,St. Louis,308174.2,55575,51280,4294,40563,12933,767,1560,2695,12891,20161,19827,42720,2237
MT,Beaverhead,9414.6,737,665,72,671,0,6,60,16,246,231,242,662,0
MT,Big Horn,13387.4,719,684,35,367,0,7,343,26,229,330,133,513,0
MT,Blaine,6719.2,434,378,55,261,0,11,172,48,76,235,73,325,79
MT,Broadwater,5945,677,611,65,593,0,22,83,79,142,235,220,366,0
MT,Carbon,10596.8,1097,963,133,1069,0,7,20,83,384,279,350,859,39
MT,Carter,1205.4,73,64,8,73,0,0,0,0,24,38,8,35,28
MT,Cascade,81625.4,9249,7936,1312,8151,191,473,564,390,2906,3894,2056,7150,321
MT,Chouteau,5732.2,383,358,25,325,0,9,48,23,126,175,57,296,9
MT,Custer,11729.2,925,825,99,881,0,34,9,74,302,356,192,684,71
MT,Daniels,1724.4,128,101,27,126,0,2,0,13,60,32,23,122,0
MT,Dawson,9017,703,697,5,674,0,0,28,87,160,245,209,550,2
MT,Deer Lodge,9105.6,784,726,58,737,0,0,46,35,364,218,165,316,68
MT,Fallon,3003.8,101,93,6,101,0,0,0,0,61,27,12,86,0
MT,Fergus,11220.8,829,776,52,799,3,2,26,52,306,291,177,593,205
MT,Flathead,99899,8741,7968,772,8093,26,280,563,637,2467,3283,2353,6950,182
MT,Gallatin,108062.6,6324,5746,577,5859,12,279,257,148,1435,2243,2496,5466,161
MT,Garfield,1275.8,74,74,0,74,0,0,0,3,38,22,7,74,0
MT,Glacier,13732,788,672,115,388,0,16,382,16,231,390,150,718,86
MT,Golden Valley,817.6,90,84,5,86,0,3,0,6,36,19,27,51,0
MT,Granite,3311,381,320,60,376,3,0,1,8,122,137,112,226,61
MT,Hill,16436.2,1003,926,75,853,0,0,149,24,285,460,232,618,55
MT,Jefferson,11917.4,1268,1114,153,1188,0,3,76,106,310,449,401,849,73
MT,Judith Basin,1953.8,172,159,11,172,0,0,0,8,65,63,35,98,0
MT,Lake,30013,2453,2188,264,1890,6,58,521,168,557,877,849,1680,112
MT,Lewis and Clark,67804.6,6385,5475,909,5926,21,160,306,131,1548,2139,2565,5184,84
MT,Liberty,2392,186,186,0,170,0,14,0,27,65,73,19,113,0
MT,Lincoln,19537.4,2365,2246,118,2276,5,24,63,178,829,880,475,1544,160
MT,McCone,1692.6,108,99,8,104,0,3,0,11,65,16,13,89,0
MT,Madison,8301.8,910,871,38,837,0,25,52,12,217,373,307,745,12
MT,Meagher,1847.4,123,123,0,121,0,0,1,6,49,25,40,123,0
MT,Mineral,4251,553,501,52,523,0,7,22,32,190,212,118,361,45
MT,Missoula,117309,7648,7038,609,7041,61,235,439,404,1575,3032,2634,6052,522
MT,Musselshell,4634.2,518,442,75,492,0,0,24,27,140,259,88,175,0
MT,Park,16351.6,1396,1223,172,1374,0,14,21,93,421,530,349,1012,21
MT,Petroleum,495.2,34,29,4,34,0,0,0,1,23,6,1,26,0
MT,Phillips,4077.2,351,312,38,302,0,8,40,26,97,130,95,211,0
MT,Pondera,5993.8,537,485,51,495,0,0,41,30,175,274,57,431,123
MT,Powder River,1733.2,119,116,2,116,0,2,0,8,42,35,31,119,0
MT,Powell,6854.4,792,705,86,761,0,17,22,22,271,325,173,431,16
MT,Prairie,1109,167,143,24,165,0,0,1,0,65,57,44,140,0
MT,Ravalli,42512.4,4423,4059,364,4203,0,92,146,259,1250,1737,1176,3339,175
MT,Richland,11199,630,571,57,558,0,34,36,10,256,295,66,616,0
MT,Roosevelt,11175,657,604,53,396,0,0,260,25,133,388,109,460,0
MT,Rosebud,9152.2,620,582,37,506,6,0,108,19,223,234,142,525,19
MT,Sanders,11681.4,1313,1230,83,1199,0,36,82,102,602,393,215,659,203
MT,Sheridan,3489.4,246,220,25,224,0,7,19,24,71,111,39,220,0
MT,Silver Bow,34770.4,2699,2438,260,2493,0,61,190,157,929,975,635,1962,84
MT,Stillwater,9465.8,692,660,30,661,7,1,19,24,266,205,196,519,52
MT,Sweet Grass,3670.4,343,318,23,343,0,0,0,7,130,122,81,219,0
MT,Teton,6085.6,497,447,49,458,0,0,39,23,161,211,101,362,0
MT,Toole,4891.8,447,434,13,419,5,15,18,14,138,237,57,292,21
MT,Treasure,681.2,61,59,2,61,0,0,0,8,26,14,11,33,0
MT,Valley,7471.4,533,508,24,494,0,0,38,12,221,187,112,424,18
MT,Wheatland,2142.4,115,112,2,115,0,0,0,0,43,52,18,60,0
MT,Wibaux,1026.2,94,71,22,85,0,0,8,5,48,19,19,89,1
MT,Yellowstone,159007.6,11655,10505,1148,10686,48,317,734,463,3971,3895,3323,9399,334
NE,Adams,31587,1834,1745,88,1724,0,37,70,211,663,594,364,1366,23
NE,Antelope,6341.4,494,456,37,482,0,11,0,37,251,155,51,459,20
NE,Arthur,459.4,20,19,1,20,0,0,0,1,12,3,4,20,0
NE,Banner,724.6,45,40,4,45,0,0,0,1,22,17,4,30,0
NE,Blaine,474.2,50,34,16,50,0,0,0,10,7,11,22,38,0
NE,Boone,5279.2,372,353,17,355,10,2,3,26,155,116,74,350,5
NE,Box Butte,10970.4,689,597,91,638,0,49,18,59,286,292,49,536,0
NE,Boyd,1961.2,199,177,21,184,7,0,7,12,95,64,27,135,0
NE,Brown,2976.8,195,191,3,194,0,0,1,14,120,35,24,177,0
NE,Buffalo,49208.6,2399,2253,144,2347,44,3,2,132,832,961,472,2092,29
NE,Burt,6510.2,534,514,19,512,4,8,6,33,221,203,75,403,20
NE,Butler,8029,569,519,49,564,0,4,0,39,270,176,83,318,8
NE,Cass,25888,2591,2355,235,2474,0,73,87,159,688,929,812,2395,119
NE,Cedar,8498.4,565,546,18,542,4,8,13,67,217,221,58,457,10
NE,Chase,3933.2,236,233,1,236,0,0,0,19,67,95,53,232,0
NE,Cherry,5779,415,379,35,400,0,0,14,66,101,173,75,329,3
NE,Cheyenne,9604,720,640,79,712,0,5,2,31,295,277,114,534,0
NE,Clay,6203.4,395,380,14,390,0,4,4,37,171,134,52,324,0
NE,Colfax,10714.4,331,327,4,328,0,3,0,79,121,91,40,287,0
NE,Cuming,8952,521,511,9,509,4,6,0,85,281,113,39,391,0
NE,Custer,10825.6,803,706,96,800,0,0,2,16,324,294,168,603,0
NE,Dakota,20173.4,879,770,108,791,0,48,45,71,503,220,84,763,0
NE,Dawes,8810.2,709,652,55,618,10,28,50,36,210,233,228,678,0
NE,Dawson,23733.4,1292,1252,39,1159,26,89,28,162,436,531,161,1018,42
NE,Deuel,1849.4,163,158,5,162,0,1,0,9,65,65,23,131,0
NE,Dixon,5718.6,382,362,19,377,0,1,1,37,201,93,48,329,0
NE,Dodge,36664.6,2565,2416,148,2504,3,24,38,143,927,1067,427,2177,57
NE,Douglas,560617.4,29366,26683,2683,24207,3255,1015,1056,1337,6766,11154,10108,23978,1015
NE,Dundy,1763.2,145,132,12,140,0,0,4,11,48,48,37,110,13
NE,Fillmore,5546.6,328,314,14,328,0,0,0,38,128,132,28,236,0
NE,Franklin,2987.4,246,224,22,222,2,9,10,22,111,77,33,144,0
NE,Frontier,2625.2,211,206,3,208,0,2,0,6,96,80,26,159,0
NE,Furnas,4746.6,342,326,15,315,0,6,20,32,135,122,52,298,33
NE,Gage,21593.8,1184,1119,63,1151,0,0,32,50,476,492,163,1002,14
NE,Garden,1888,192,167,24,189,0,0,3,22,47,58,62,174,0
NE,Garfield,1987.4,171,164,7,166,0,0,4,12,87,48,23,97,0
NE,Gosper,2012.8,166,155,10,148,0,9,7,5,45,65,50,130,0
NE,Grant,648,29,24,4,29,0,0,0,0,13,13,3,21,0
NE,Greeley,2381.8,178,170,7,175,0,0,2,13,85,70,8,109,22
NE,Hall,61265,3159,2877,280,2888,32,170,128,359,949,1360,489,2437,45
NE,Hamilton,9215.4,676,646,30,644,0,19,32,34,245,320,75,634,19
NE,Harlan,3414.6,285,264,21,270,15,0,0,11,104,99,70,285,0
NE,Hayes,907.6,62,62,0,62,0,0,0,0,10,39,10,55,4
NE,Hitchcock,2815.2,211,203,7,211,0,0,0,10,107,73,20,168,0
NE,Holt,10176.6,614,601,13,562,0,3,46,75,234,190,113,565,0
NE,Hooker,684.2,85,78,5,65,0,19,0,0,52,18,14,63,0
NE,Howard,6417.4,380,373,6,365,0,4,14,28,183,113,54,310,0
NE,Jefferson,7144.4,534,473,60,534,0,0,0,49,198,189,94,436,23
NE,Johnson,5161.4,336,333,3,312,0,6,21,11,165,81,76,226,0
NE,Kearney,6529,394,369,25,392,0,1,1,4,139,186,64,387,6
NE,Keith,8067.8,634,560,73,552,0,69,11,26,281,235,90,551,5
NE,Keya Paha,798.2,35,29,5,32,0,2,2,0,16,12,5,35,0
NE,Kimball,3632.6,290,278,12,280,0,9,1,34,139,70,45,214,3
NE,Knox,8425.6,667,605,62,594,6,4,64,76,232,245,112,581,16
NE,Lancaster,313158.2,15225,14164,1059,14024,432,370,470,733,3813,5488,5190,13080,237
NE,Lincoln,35263,2649,2425,223,2463,20,140,31,103,764,1139,641,2239,0
NE,Logan,770.2,79,78,1,72,0,0,7,2,27,33,16,74,0
NE,Loup,621.4,34,34,0,32,0,0,1,5,5,5,16,17,0
NE,McPherson,493.8,31,31,0,31,0,0,0,0,6,24,0,31,0
NE,Madison,35079.6,1939,1815,123,1850,24,32,35,201,687,588,461,1488,0
NE,Merrick,7798,576,549,27,566,0,0,9,21,271,213,69,482,0
NE,Morrill,4780.8,301,281,19,289,0,9,11,28,85,155,30,275,0
NE,Nance,3544,276,265,10,248,3,22,0,11,114,103,46,226,7
NE,Nemaha,6972.8,496,434,62,456,0,2,36,2,155,198,139,394,0
NE,Nuckolls,4244,371,344,26,368,0,2,0,52,92,179,46,328,0
NE,Otoe,15948.6,1174,1101,73,1159,0,9,4,75,436,456,205,1006,0
NE,Pawnee,2649.4,196,182,14,196,0,0,0,35,83,57,19,116,0
NE,Perkins,2900.6,173,168,4,159,3,6,7,11,52,85,24,155,0
NE,Phelps,9100,522,507,13,519,0,3,0,25,202,217,78,486,0
NE,Pierce,7144,408,372,36,408,0,0,0,24,183,121,78,301,0
NE,Platte,33174.4,1903,1763,140,1825,15,47,23,71,616,880,335,1572,75
NE,Polk,5224.6,337,323,14,333,0,0,2,31,158,89,57,311,0
NE,Red Willow,10767.8,709,632,76,700,0,1,7,45,270,253,138,549,0
NE,Richardson,7960.6,665,648,16,638,2,10,14,41,279,229,114,466,16
NE,Rock,1389.8,79,79,0,79,0,0,0,0,37,20,20,79,0
NE,Saline,14269.8,656,601,53,612,12,18,12,51,228,252,122,579,39
NE,Sarpy,181232.4,17961,15475,2485,15530,903,963,804,382,3232,6679,7666,15436,292
NE,Saunders,21165,1387,1276,110,1344,8,20,13,116,500,465,304,1101,58
NE,Scotts Bluff,36073.6,2213,1997,215,1902,8,243,122,148,601,1060,401,1701,29
NE,Seward,17171.4,969,921,48,930,17,9,12,17,303,397,251,842,2
NE,Sheridan,5230.8,470,435,35,443,0,8,22,40,205,118,106,420,0
NE,Sherman,3033.4,183,174,8,181,0,0,2,15,83,59,25,138,0
NE,Sioux,1216.4,87,81,5,85,2,0,0,17,24,24,19,87,0
NE,Stanton,5956.6,381,361,19,358,0,21,0,29,98,226,26,324,0
NE,Thayer,5057,340,317,21,321,11,6,0,17,152,139,30,237,0
NE,Thomas,714.6,38,38,0,38,0,0,0,0,16,6,14,32,0
NE,Thurston,7181.2,315,292,23,187,0,10,127,23,107,156,28,257,23
NE,Valley,4190.2,322,286,35,291,0,29,0,27,162,104,27,239,0
NE,Washington,20360.8,1518,1478,39,1482,19,15,1,56,639,444,377,1174,0
NE,Wayne,9332.2,496,487,8,496,0,0,0,28,154,196,117,492,0
NE,Webster,3536.8,235,214,21,224,0,0,10,7,106,96,24,201,9
NE,Wheeler,796.6,44,44,0,44,0,0,0,1,11,28,2,38,0
NE,York,13745.2,821,768,53,801,0,19,0,36,310,316,156,652,102
NV,Churchill,24259.4,3118,2857,260,2508,114,313,274,152,861,1583,520,2410,92
NV,Clark,2182003.6,142776,128281,14494,96255,18249,15379,18032,6065,33770,63610,39329,108607,7925
NV,Douglas,48132.4,5364,5106,257,4740,37,340,338,159,1351,2206,1646,3732,166
NV,Elko,52296.8,3109,2818,291,2425,31,447,393,140,1107,1470,389,2496,36
NV,Esmeralda,839.8,130,130,0,130,0,0,0,5,35,53,34,130,0
NV,Eureka,1987.6,177,161,16,161,0,0,16,0,42,113,21,177,0
NV,Humboldt,16828,1039,924,114,842,34,142,119,107,314,380,236,887,31
NV,Lander,5643,392,390,2,384,0,0,7,2,93,233,62,370,19
NV,Lincoln,5180.2,520,463,56,449,0,70,70,48,48,252,170,262,171
NV,Lyon,54379.8,6109,5472,636,5652,52,182,311,275,1630,2917,1284,4166,489
NV,Mineral,4460,614,601,13,482,44,35,60,21,182,258,151,313,85
NV,Nye,44380,5864,5295,568,5277,81,331,321,333,2038,2465,1025,3688,147
NV,Pershing,6614.6,585,553,31,458,6,70,83,27,253,244,60,177,0
NV,Storey,3988.4,471,455,16,425,29,0,16,37,122,160,150,385,30
NV,Washoe,456935.6,32421,29672,2748,27355,873,2204,2657,1215,7537,13807,9861,25639,1895
NV,White Pine,9678.6,708,663,44,603,49,24,53,22,243,294,148,427,0
NV,Carson,54773,4370,4167,203,3915,36,179,303,206,1029,1913,1220,2910,110
NH,Belknap,60887.4,5345,4932,412,5178,45,67,116,312,1838,1774,1419,4125,244
NH,Carroll,48138.4,4015,3838,176,3941,14,26,48,119,1312,1260,1322,3504,190
NH,Cheshire,76042.4,5956,5419,536,5729,13,44,168,398,1966,1854,1735,5093,213
NH,Coos,31740.8,2886,2591,294,2709,35,19,141,217,1259,908,500,2123,150
NH,Grafton,89776.6,6259,5786,472,6105,27,69,100,362,1957,1668,2270,4768,54
NH,Hillsborough,413035.4,26449,24286,2162,25019,380,539,687,1546,6981,9018,8902,21615,1083
NH,Merrimack,149916.6,10742,9844,897,10356,42,226,130,495,3282,3457,3505,8830,269
NH,Rockingham,306358.6,21737,19813,1923,20695,252,402,438,821,5962,7889,7064,18884,659
NH,Strafford,129124,9099,8547,551,8523,140,180,272,591,2534,3101,2870,7431,307
NH,Sullivan,43103.8,3610,3315,294,3531,0,0,79,151,1413,1176,868,2744,59
NJ,Atlantic,266105.4,12325,11617,706,9665,1562,652,730,1253,4023,4181,2866,9414,592
NJ,Bergen,930389.8,27237,25703,1533,21496,1806,2809,1816,1958,8669,7353,9254,22884,909
NJ,Burlington,445701.6,27906,25220,2685,19979,5503,1694,1385,1257,8802,9469,8375,22650,1200
NJ,Camden,506737.6,22867,21433,1433,16229,4681,1183,1190,1840,7788,7165,6072,17900,1619
NJ,Cape May,93085.8,6720,6351,367,6280,249,139,60,395,2477,1930,1916,5497,191
NJ,Cumberland,151906,6495,5969,525,4692,969,712,353,592,2764,2065,1073,4413,202
NJ,Essex,795404.4,18419,16775,1642,8095,7677,2128,1180,1719,5710,5127,5861,13787,1628
NJ,Gloucester,291165.2,15247,14043,1204,12907,1839,383,236,1357,5729,4725,3434,12096,794
NJ,Hudson,670045.6,11856,10846,1008,6144,1824,3342,2019,1312,4126,3213,3202,9294,933
NJ,Hunterdon,124823.4,5439,5245,193,5214,105,65,68,268,1432,1475,2261,4944,561
NJ,Mercer,367921.8,12035,11452,583,8568,2594,730,421,776,3983,3380,3894,8943,1145
NJ,Middlesex,825920,24709,23410,1298,18224,2404,3070,2004,1814,8889,7217,6786,19931,1305
NJ,Monmouth,621658.8,24383,22803,1579,20468,2333,1089,866,1329,7298,7336,8417,20071,1033
NJ,Morris,493379,17739,16821,918,15731,496,1086,668,740,5128,4544,7325,15423,619
NJ,Ocean,596415.2,35973,34283,1689,33370,924,1361,570,2688,13494,10732,9057,28463,2066
NJ,Passaic,503637.4,12569,11979,588,9693,1188,1356,743,854,4700,3351,3662,9964,628
NJ,Salem,62989.8,3839,3530,307,3148,375,185,209,356,1470,1259,753,2712,125
NJ,Somerset,329837.8,9579,8923,654,7679,743,790,730,551,2393,2599,4034,8329,198
NJ,Sussex,141483,7188,6765,422,6487,152,517,154,228,2588,2279,2090,5873,320
NJ,Union,554033.4,14080,13181,899,8847,3266,1716,1014,1082,4531,3848,4617,11430,394
NJ,Warren,105862.2,5386,5204,180,4952,228,170,86,272,2030,1885,1196,4599,356
NM,Bernalillo,677857.8,47654,42971,4682,28541,2251,14500,5814,1643,9666,18191,18152,34422,2248
NM,Catron,3525.6,514,507,6,482,0,32,4,17,266,95,132,452,0
NM,Chaves,65144,3590,3449,140,2265,103,1182,265,357,1164,1323,744,2569,307
NM,Cibola,26891,1516,1410,106,613,4,426,573,141,639,533,201,1166,96
NM,Colfax,12168.4,1158,1110,47,774,0,363,53,79,327,510,239,552,120
NM,Curry,49731.8,4403,3913,489,3033,430,822,363,130,926,2380,965,3572,241
NM,De Baca,1808,235,198,36,132,0,102,51,8,87,134,4,143,0
NM,Doña Ana,216068.8,14276,12782,1493,7209,666,5983,1108,982,2747,5599,4946,10315,600
NM,Eddy,57732.4,3373,3129,244,1913,103,1253,196,246,1255,1239,631,2783,97
NM,Grant,27669.4,2555,2452,103,1504,40,999,103,195,545,1068,745,1586,272
NM,Guadalupe,4352.6,280,253,26,37,0,232,8,65,75,127,12,234,0
NM,Harding,673,50,49,1,39,0,11,1,6,15,24,5,35,8
NM,Hidalgo,4297.4,351,338,12,153,15,163,17,16,134,151,48,309,17
NM,Lea,70276.8,2168,1965,203,1457,137,515,117,204,658,907,398,1891,240
NM,Lincoln,19461.4,1927,1747,179,1499,0,415,14,70,516,677,662,1373,261
NM,Los Alamos,18625,1429,1263,165,1106,10,179,176,3,144,333,947,1316,11
NM,Luna,24083,1549,1468,80,1095,34,392,50,186,592,473,296,800,79
NM,McKinley,72438.2,3035,2462,572,593,64,544,2048,422,1048,959,605,1875,358
NM,Mora,4536,448,400,47,77,0,355,182,36,157,192,61,185,34
NM,Otero,66137,7770,6926,843,5721,598,1139,591,364,1689,3809,1906,5802,263
NM,Quay,8325.8,493,462,30,324,3,142,81,32,107,271,81,256,42
NM,Rio Arriba,39158.8,2132,2020,111,617,10,1300,748,152,781,631,566,1468,76
NM,Roosevelt,18888.2,1022,875,146,810,65,109,66,154,199,336,331,829,0
NM,Sandoval,142703.6,10956,9710,1245,6978,362,2821,1438,451,2223,4206,4074,8006,276
NM,San Juan,126514.8,7025,6536,487,4161,100,945,2034,396,2375,3041,1210,5482,350
NM,San Miguel,27738.4,1981,1782,198,622,0,1356,546,137,460,787,595,740,293
NM,Santa Fe,149293.2,9715,8816,898,5665,115,3528,1115,607,1722,3166,4218,6771,317
NM,Sierra,11031.4,1442,1378,63,1234,21,163,71,114,436,592,299,754,0
NM,Socorro,16857.8,1173,1032,140,678,0,453,116,152,463,203,353,639,0
NM,Taos,32786.2,2629,2518,111,1142,97,1332,307,100,443,1071,1013,1522,427
NM,Torrance,15519,1590,1499,90,1159,19,410,31,182,623,504,278,991,92
NM,Union,4132.8,335,335,0,212,4,111,14,34,211,79,8,231,37
NM,Valencia,76027.4,6203,5626,575,3288,122,2532,726,362,1540,2530,1769,4520,582
NY,Albany,306967.6,14955,13827,1127,12615,1443,478,629,1009,4198,4900,4845,11501,872
NY,Allegany,46688,3454,3219,234,3395,0,29,51,228,1469,1345,410,2172,234
NY,Bronx,1435068.2,25175,22779,2396,5254,9998,10266,5837,3373,7939,8852,5009,15696,2023
NY,Broome,193187.8,11417,10674,742,10750,279,137,267,769,4085,3874,2688,8488,896
NY,Cattaraugus,77120.6,5930,5494,436,5652,22,46,220,422,2561,2135,810,4303,163
NY,Cayuga,77425.2,5254,4973,281,5080,121,38,22,455,1764,2188,845,3734,112
NY,Chautauqua,128496.4,8231,7772,458,7835,113,199,108,557,3399,2801,1473,5894,422
NY,Chemung,84895.2,5993,5503,489,5514,291,88,166,401,2363,2073,1154,4536,177
NY,Chenango,47908.8,3493,3363,130,3346,0,61,89,414,1281,1271,526,2289,126
NY,Clinton,80582.6,5821,5367,453,5619,44,90,135,429,2283,2041,1066,4211,161
NY,Columbia,60370.6,3975,3675,299,3770,123,28,52,322,1319,1368,965,3271,344
NY,Cortland,47864.6,2769,2561,207,2606,3,64,107,227,971,973,597,2113,92
NY,Delaware,44994.6,3337,3113,222,3226,7,49,69,380,1376,1009,570,2422,214
NY,Dutchess,293754,13916,13291,624,11682,1255,794,276,903,4431,4787,3792,9948,773
NY,Erie,919355,52004,48811,3192,44782,5181,1263,1322,3671,17017,18026,13288,38456,2422
NY,Essex,37459.2,2717,2545,172,2602,29,37,47,144,1076,994,500,1932,120
NY,Franklin,50477.4,3189,2906,282,2973,24,58,160,205,1360,1182,441,2038,160
NY,Fulton,53645.8,3271,3091,179,3156,42,50,43,288,1073,1360,548,2303,94
NY,Genesee,57808,3873,3597,274,3631,30,67,174,247,1560,1496,568,3166,158
NY,Greene,47424.2,3325,3104,220,3173,96,9,46,227,1563,982,552,2435,23
NY,Hamilton,4514.8,443,336,106,438,0,0,3,76,143,173,48,149,8
NY,Herkimer,62056.6,4585,4241,343,4433,8,56,111,373,1902,1528,780,3281,325
NY,Jefferson,112841.6,9895,8728,1166,8125,835,648,461,527,2991,4366,2010,7576,502
NY,Kings,2589974,37191,33420,3770,14650,14345,6713,5101,3665,10988,11777,10759,26633,2782
NY,Lewis,26572.2,1580,1463,116,1565,0,7,7,194,779,412,193,1093,23
NY,Livingston,63590.8,3745,3591,154,3561,101,66,44,279,1374,1380,711,2813,68
NY,Madison,71204.6,4506,4199,305,4335,0,102,67,211,1955,1323,1015,3613,199
